Time	TH	ErrTH	H	Prob[Metastasis--Apoptosis--CellCycleArrest]	ErrProb[Metastasis--Apoptosis--CellCycleArrest]	Prob[Migration--Invasion--EMT--Apoptosis--CellCycleArrest]	ErrProb[Migration--Invasion--EMT--Apoptosis--CellCycleArrest]	Prob[Metastasis--EMT--Apoptosis--CellCycleArrest]	ErrProb[Metastasis--EMT--Apoptosis--CellCycleArrest]	Prob[Metastasis--CellCycleArrest]	ErrProb[Metastasis--CellCycleArrest]	Prob[Migration--Metastasis--Invasion--EMT--Apoptosis]	ErrProb[Migration--Metastasis--Invasion--EMT--Apoptosis]	Prob[Migration--Invasion--CellCycleArrest]	ErrProb[Migration--Invasion--CellCycleArrest]	Prob[Migration]	ErrProb[Migration]	Prob[Migration--Invasion--EMT]	ErrProb[Migration--Invasion--EMT]	Prob[Metastasis--Invasion--CellCycleArrest]	ErrProb[Metastasis--Invasion--CellCycleArrest]	Prob[Migration--Metastasis--Invasion--EMT]	ErrProb[Migration--Metastasis--Invasion--EMT]	Prob[Migration--Metastasis--CellCycleArrest]	ErrProb[Migration--Metastasis--CellCycleArrest]	Prob[CellCycleArrest]	ErrProb[CellCycleArrest]	Prob[Metastasis--Invasion--EMT--Apoptosis]	ErrProb[Metastasis--Invasion--EMT--Apoptosis]	Prob[Metastasis]	ErrProb[Metastasis]	Prob[<nil>]	ErrProb[<nil>]	Prob[Migration--Metastasis--EMT--CellCycleArrest]	ErrProb[Migration--Metastasis--EMT--CellCycleArrest]	Prob[Migration--EMT]	ErrProb[Migration--EMT]	Prob[Invasion--Apoptosis--CellCycleArrest]	ErrProb[Invasion--Apoptosis--CellCycleArrest]	Prob[Metastasis--EMT]	ErrProb[Metastasis--EMT]	Prob[Apoptosis--CellCycleArrest]	ErrProb[Apoptosis--CellCycleArrest]	Prob[Metastasis--Invasion]	ErrProb[Metastasis--Invasion]	Prob[Invasion--EMT--Apoptosis--CellCycleArrest]	ErrProb[Invasion--EMT--Apoptosis--CellCycleArrest]	Prob[Migration--CellCycleArrest]	ErrProb[Migration--CellCycleArrest]	Prob[EMT--Apoptosis--CellCycleArrest]	ErrProb[EMT--Apoptosis--CellCycleArrest]	Prob[Invasion--EMT--Apoptosis]	ErrProb[Invasion--EMT--Apoptosis]	Prob[Migration--Metastasis--Invasion--EMT--CellCycleArrest]	ErrProb[Migration--Metastasis--Invasion--EMT--CellCycleArrest]	Prob[EMT--CellCycleArrest]	ErrProb[EMT--CellCycleArrest]	Prob[Migration--Metastasis--Invasion--CellCycleArrest]	ErrProb[Migration--Metastasis--Invasion--CellCycleArrest]	Prob[Migration--Invasion--EMT--Apoptosis]	ErrProb[Migration--Invasion--EMT--Apoptosis]	Prob[Invasion--EMT]	ErrProb[Invasion--EMT]	Prob[Invasion--Apoptosis]	ErrProb[Invasion--Apoptosis]	Prob[Metastasis--EMT--CellCycleArrest]	ErrProb[Metastasis--EMT--CellCycleArrest]	Prob[Migration--Metastasis--EMT]	ErrProb[Migration--Metastasis--EMT]	Prob[Metastasis--Invasion--EMT]	ErrProb[Metastasis--Invasion--EMT]	Prob[EMT]	ErrProb[EMT]	Prob[Invasion]	ErrProb[Invasion]	Prob[Invasion--CellCycleArrest]	ErrProb[Invasion--CellCycleArrest]	Prob[Migration--Metastasis--EMT--Apoptosis]	ErrProb[Migration--Metastasis--EMT--Apoptosis]	Prob[Migration--Metastasis--Invasion--EMT--Apoptosis--CellCycleArrest]	ErrProb[Migration--Metastasis--Invasion--EMT--Apoptosis--CellCycleArrest]	Prob[Migration--EMT--Apoptosis--CellCycleArrest]	ErrProb[Migration--EMT--Apoptosis--CellCycleArrest]	Prob[EMT--Apoptosis]	ErrProb[EMT--Apoptosis]	Prob[Migration--EMT--Apoptosis]	ErrProb[Migration--EMT--Apoptosis]	Prob[Migration--Metastasis--Apoptosis--CellCycleArrest]	ErrProb[Migration--Metastasis--Apoptosis--CellCycleArrest]	Prob[Migration--Invasion--EMT--CellCycleArrest]	ErrProb[Migration--Invasion--EMT--CellCycleArrest]	Prob[Invasion--EMT--CellCycleArrest]	ErrProb[Invasion--EMT--CellCycleArrest]	Prob[Migration--Invasion]	ErrProb[Migration--Invasion]	Prob[Metastasis--Invasion--EMT--CellCycleArrest]	ErrProb[Metastasis--Invasion--EMT--CellCycleArrest]	Prob[Migration--EMT--CellCycleArrest]	ErrProb[Migration--EMT--CellCycleArrest]	Prob[Migration--Metastasis--Invasion]	ErrProb[Migration--Metastasis--Invasion]	Prob[Migration--Metastasis--EMT--Apoptosis--CellCycleArrest]	ErrProb[Migration--Metastasis--EMT--Apoptosis--CellCycleArrest]	Prob[Migration--Metastasis]	ErrProb[Migration--Metastasis]	Prob[Apoptosis]	ErrProb[Apoptosis]	
7.0000	0.0288	0.0008	2.7441	0	0	0.000023	0.000020	0	0	0.000046	0.000029	0	0	0	0	0	0	0.001476	0.000165	0.000020	0.000020	0.001519	0.000171	0	0	0.071590	0.001145	0.000002	0.000002	0.000080	0.000040	0.206650	0.001807	0.000795	0.000123	0.000046	0.000029	0.000581	0.000106	0.000040	0.000028	0.384720	0.002174	0.000020	0.000020	0.000416	0.000091	0	0	0.000808	0.000125	0.000138	0.000052	0.112325	0.001407	0.068674	0.001126	0.000020	0.000020	0.000009	0.000009	0.015061	0.000540	0.000285	0.000074	0.000975	0.000136	0.000124	0.000048	0.000020	0.000020	0.015636	0.000548	0.010291	0.000445	0.014022	0.000518	0	0	0.000060	0.000035	0	0	0.000197	0.000062	0	0	0	0	0.037962	0.000840	0.051559	0.000977	0	0	0.000060	0.000035	0.000245	0.000067	0.000020	0.000020	0	0	0.000040	0.000028	0.003444	0.000258	
7.1000	0.0276	0.0007	2.7288	0	0	0.000020	0.000020	0	0	0.000040	0.000028	0	0	0	0	0	0	0.001387	0.000162	0.000018	0.000018	0.001441	0.000167	0	0	0.069257	0.001127	0	0	0.000080	0.000040	0.207049	0.001809	0.000762	0.000120	0.000060	0.000035	0.000581	0.000106	0.000033	0.000024	0.386492	0.002176	0.000022	0.000020	0.000420	0.000090	0	0	0.000778	0.000123	0.000138	0.000052	0.116249	0.001428	0.068343	0.001123	0.000020	0.000020	0	0	0.014593	0.000531	0.000223	0.000066	0.000964	0.000137	0.000070	0.000034	0.000038	0.000027	0.015141	0.000539	0.009952	0.000437	0.013724	0.000513	0	0	0.000060	0.000035	0	0	0.000174	0.000058	0	0	0	0	0.037939	0.000839	0.050326	0.000966	0	0	0.000095	0.000042	0.000277	0.000074	0.000020	0.000020	0	0	0.000040	0.000028	0.003175	0.000249	
7.2000	0.0260	0.0007	2.7149	0	0	0.000007	0.000007	0	0	0.000031	0.000023	0	0	0	0	0	0	0.001205	0.000150	0	0	0.001359	0.000162	0.000016	0.000016	0.066992	0.001110	0	0	0.000100	0.000045	0.206720	0.001808	0.000784	0.000123	0.000041	0.000028	0.000578	0.000107	0.000020	0.000020	0.388259	0.002177	0.000040	0.000028	0.000346	0.000081	0	0	0.000649	0.000110	0.000122	0.000048	0.120320	0.001450	0.067564	0.001116	0.000004	0.000004	0	0	0.014524	0.000529	0.000220	0.000066	0.000980	0.000138	0.000059	0.000034	0.000045	0.000029	0.014906	0.000535	0.009725	0.000432	0.013381	0.000507	0	0	0.000073	0.000037	0	0	0.000140	0.000053	0	0	0	0	0.037293	0.000833	0.049976	0.000963	0	0	0.000099	0.000044	0.000279	0.000073	0	0	0	0	0.000040	0.000028	0.003105	0.000245	
7.3000	0.0253	0.0007	2.7013	0	0	0.000005	0.000004	0	0	0.000020	0.000020	0	0	0	0	0	0	0.001074	0.000142	0	0	0.001399	0.000166	0.000020	0.000020	0.064957	0.001095	0	0	0.000100	0.000045	0.206602	0.001808	0.000824	0.000127	0.000027	0.000021	0.000577	0.000106	0.000020	0.000020	0.389854	0.002179	0.000040	0.000028	0.000276	0.000074	0	0	0.000604	0.000109	0.000111	0.000046	0.124207	0.001471	0.067359	0.001116	0	0	0	0	0.013987	0.000519	0.000217	0.000064	0.000954	0.000137	0.000060	0.000035	0.000060	0.000035	0.014491	0.000529	0.009642	0.000431	0.013115	0.000501	0	0	0.000080	0.000040	0	0	0.000129	0.000050	0	0	0	0	0.036683	0.000826	0.049157	0.000955	0	0	0.000103	0.000044	0.000255	0.000070	0	0	0	0	0.000040	0.000028	0.002951	0.000239	
7.4000	0.0245	0.0007	2.6869	0	0	0.000040	0.000028	0	0	0.000020	0.000020	0	0	0	0	0	0	0.001068	0.000141	0	0	0.001365	0.000162	0.000030	0.000022	0.062937	0.001078	0	0	0.000089	0.000041	0.206693	0.001808	0.000852	0.000127	0.000029	0.000022	0.000613	0.000109	0.000030	0.000022	0.391505	0.002181	0.000051	0.000030	0.000240	0.000068	0	0	0.000529	0.000101	0.000100	0.000045	0.128152	0.001491	0.067004	0.001114	0	0	0	0	0.013389	0.000507	0.000164	0.000057	0.000858	0.000128	0.000060	0.000035	0.000073	0.000037	0.014017	0.000520	0.009453	0.000426	0.012673	0.000495	0	0	0.000080	0.000040	0	0	0.000152	0.000054	0	0	0	0	0.036556	0.000825	0.048023	0.000945	0	0	0.000106	0.000044	0.000231	0.000065	0	0	0	0	0.000040	0.000028	0.002776	0.000231	
7.5000	0.0238	0.0007	2.6718	0	0	0.000040	0.000028	0	0	0.000033	0.000024	0	0	0	0	0	0	0.001084	0.000141	0	0	0.001330	0.000161	0.000041	0.000025	0.060820	0.001061	0	0	0.000080	0.000040	0.206743	0.001809	0.000829	0.000128	0.000051	0.000030	0.000556	0.000104	0.000031	0.000023	0.393281	0.002183	0.000060	0.000035	0.000199	0.000062	0	0	0.000549	0.000102	0.000084	0.000040	0.132214	0.001511	0.066817	0.001112	0	0	0	0	0.012895	0.000498	0.000156	0.000054	0.000836	0.000127	0.000060	0.000035	0.000080	0.000040	0.013598	0.000512	0.009154	0.000420	0.012338	0.000488	0	0	0.000079	0.000040	0	0	0.000157	0.000054	0	0	0	0	0.036182	0.000821	0.046624	0.000932	0	0	0.000078	0.000039	0.000220	0.000063	0	0	0	0	0.000040	0.000028	0.002660	0.000228	
7.6000	0.0232	0.0007	2.6586	0	0	0.000040	0.000028	0	0	0.000040	0.000028	0	0	0	0	0	0	0.001128	0.000146	0	0	0.001315	0.000159	0.000022	0.000020	0.059147	0.001047	0	0	0.000079	0.000037	0.206561	0.001808	0.000826	0.000127	0.000060	0.000035	0.000556	0.000103	0.000017	0.000017	0.394835	0.002184	0.000060	0.000035	0.000197	0.000062	0	0	0.000533	0.000101	0.000076	0.000036	0.135870	0.001528	0.066449	0.001110	0	0	0	0	0.012676	0.000493	0.000143	0.000051	0.000773	0.000123	0.000060	0.000035	0.000080	0.000040	0.013294	0.000506	0.008756	0.000410	0.011973	0.000479	0	0	0.000057	0.000033	0	0	0.000118	0.000045	0	0	0	0	0.035941	0.000818	0.045331	0.000920	0	0	0.000060	0.000035	0.000215	0.000064	0	0	0	0	0.000047	0.000029	0.002666	0.000228	
7.7000	0.0226	0.0007	2.6449	0	0	0.000025	0.000021	0	0	0.000030	0.000022	0	0	0	0	0	0	0.001194	0.000147	0	0	0.001324	0.000160	0.000020	0.000020	0.056871	0.001027	0	0	0.000100	0.000045	0.206665	0.001808	0.000830	0.000127	0.000051	0.000030	0.000568	0.000104	0	0	0.396394	0.002186	0.000060	0.000035	0.000210	0.000064	0	0	0.000543	0.000103	0.000060	0.000035	0.139605	0.001546	0.066279	0.001108	0	0	0	0	0.012269	0.000487	0.000146	0.000052	0.000765	0.000122	0.000068	0.000035	0.000080	0.000040	0.012744	0.000494	0.008624	0.000409	0.011553	0.000471	0	0	0.000055	0.000032	0	0	0.000097	0.000043	0	0	0	0	0.035823	0.000817	0.044053	0.000906	0	0	0.000061	0.000035	0.000201	0.000062	0	0	0	0	0.000042	0.000028	0.002592	0.000224	
7.8000	0.0220	0.0007	2.6318	0	0	0.000020	0.000020	0	0	0.000020	0.000020	0	0	0	0	0	0	0.001272	0.000155	0	0	0.001281	0.000158	0.000014	0.000014	0.054761	0.001010	0	0	0.000100	0.000045	0.206420	0.001807	0.000863	0.000128	0.000053	0.000031	0.000565	0.000104	0	0	0.398142	0.002187	0.000060	0.000035	0.000215	0.000065	0	0	0.000567	0.000104	0.000063	0.000035	0.143351	0.001563	0.065964	0.001105	0	0	0	0	0.011634	0.000475	0.000180	0.000060	0.000812	0.000124	0.000060	0.000035	0.000060	0.000035	0.012122	0.000483	0.008733	0.000410	0.011054	0.000461	0	0	0.000060	0.000035	0	0	0.000095	0.000043	0	0	0	0	0.035252	0.000812	0.043402	0.000901	0	0	0.000114	0.000047	0.000161	0.000055	0	0	0	0	0.000060	0.000035	0.002468	0.000219	
7.9000	0.0216	0.0007	2.6178	0	0	0.000011	0.000011	0	0	0.000020	0.000020	0	0	0	0	0	0	0.001146	0.000146	0	0	0.001331	0.000159	0	0	0.052731	0.000993	0	0	0.000100	0.000045	0.206400	0.001808	0.000844	0.000129	0.000060	0.000035	0.000580	0.000108	0	0	0.399710	0.002189	0.000064	0.000035	0.000185	0.000060	0	0	0.000572	0.000106	0.000080	0.000040	0.146869	0.001579	0.065550	0.001102	0	0	0	0	0.010954	0.000459	0.000193	0.000060	0.000862	0.000129	0.000069	0.000036	0.000056	0.000033	0.011812	0.000478	0.008794	0.000411	0.010556	0.000451	0	0	0.000052	0.000031	0	0	0.000060	0.000035	0	0	0	0	0.034796	0.000807	0.042790	0.000894	0	0	0.000115	0.000046	0.000140	0.000053	0.000017	0.000017	0	0	0.000043	0.000028	0.002439	0.000217	
8.0000	0.0217	0.0007	2.6021	0	0	0	0	0	0	0.000004	0.000004	0	0	0	0	0	0	0.001205	0.000151	0	0	0.001310	0.000160	0	0	0.051018	0.000976	0	0	0.000082	0.000040	0.206479	0.001808	0.000774	0.000123	0.000059	0.000034	0.000563	0.000104	0	0	0.401195	0.002191	0.000080	0.000040	0.000166	0.000054	0	0	0.000565	0.000103	0.000056	0.000030	0.150290	0.001595	0.065572	0.001102	0	0	0	0	0.010409	0.000449	0.000205	0.000062	0.000799	0.000123	0.000080	0.000040	0.000036	0.000026	0.011299	0.000468	0.008589	0.000408	0.010235	0.000443	0	0	0.000034	0.000024	0	0	0.000066	0.000035	0	0	0	0	0.034931	0.000808	0.041233	0.000878	0	0	0.000121	0.000047	0.000141	0.000053	0.000020	0.000020	0	0	0.000040	0.000028	0.002345	0.000214	
8.1000	0.0212	0.0007	2.5892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001204	0.000150	0	0	0.001210	0.000152	0	0	0.050109	0.000969	0	0	0.000077	0.000037	0.206300	0.001807	0.000742	0.000120	0.000046	0.000028	0.000570	0.000106	0	0	0.402218	0.002192	0.000080	0.000040	0.000144	0.000053	0	0	0.000531	0.000102	0.000040	0.000028	0.153843	0.001610	0.064903	0.001098	0	0	0	0	0.010218	0.000444	0.000217	0.000066	0.000794	0.000124	0.000069	0.000035	0.000025	0.000021	0.010894	0.000458	0.008411	0.000403	0.009986	0.000438	0	0	0.000020	0.000020	0	0	0.000092	0.000042	0	0	0	0	0.034595	0.000805	0.040088	0.000868	0	0	0.000090	0.000041	0.000176	0.000058	0.000020	0.000020	0	0	0.000051	0.000030	0.002239	0.000208	
8.2000	0.0204	0.0006	2.5761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001071	0.000140	0	0	0.001302	0.000158	0	0	0.049026	0.000959	0	0	0.000076	0.000038	0.206116	0.001806	0.000672	0.000113	0.000058	0.000033	0.000580	0.000106	0	0	0.403190	0.002193	0.000053	0.000030	0.000159	0.000056	0	0	0.000501	0.000099	0.000040	0.000028	0.157529	0.001626	0.064742	0.001097	0	0	0	0	0.009858	0.000436	0.000178	0.000059	0.000836	0.000127	0.000080	0.000040	0.000055	0.000032	0.010672	0.000453	0.008328	0.000400	0.009553	0.000429	0	0	0.000020	0.000020	0	0	0.000089	0.000041	0	0	0	0	0.034287	0.000801	0.038469	0.000851	0	0	0.000037	0.000024	0.000195	0.000061	0.000020	0.000020	0	0	0.000040	0.000028	0.002168	0.000206	
8.3000	0.0195	0.0006	2.5623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001051	0.000138	0	0	0.001382	0.000164	0	0	0.047140	0.000941	0	0	0.000045	0.000029	0.206405	0.001808	0.000681	0.000114	0.000060	0.000035	0.000563	0.000104	0	0	0.404302	0.002193	0.000031	0.000021	0.000146	0.000053	0	0	0.000465	0.000094	0.000040	0.000028	0.160675	0.001639	0.064853	0.001097	0	0	0	0	0.009489	0.000427	0.000139	0.000051	0.000839	0.000128	0.000080	0.000040	0.000056	0.000032	0.010183	0.000443	0.008305	0.000401	0.009241	0.000422	0	0	0.000020	0.000020	0	0	0.000100	0.000045	0	0	0	0	0.034219	0.000801	0.037069	0.000835	0	0	0.000020	0.000020	0.000192	0.000058	0.000020	0.000020	0	0	0.000040	0.000028	0.002149	0.000205	
8.4000	0.0186	0.0006	2.5493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001060	0.000142	0	0	0.001310	0.000159	0	0	0.045404	0.000925	0	0	0.000047	0.000029	0.206296	0.001808	0.000682	0.000114	0.000043	0.000028	0.000486	0.000095	0	0	0.405413	0.002195	0.000022	0.000020	0.000175	0.000057	0	0	0.000466	0.000094	0.000040	0.000028	0.163987	0.001652	0.064673	0.001096	0	0	0	0	0.009319	0.000425	0.000150	0.000054	0.000810	0.000125	0.000080	0.000040	0.000034	0.000023	0.009904	0.000438	0.008204	0.000398	0.008994	0.000415	0	0	0.000015	0.000015	0	0	0.000111	0.000046	0	0	0	0	0.033668	0.000794	0.036263	0.000826	0	0	0.000020	0.000020	0.000192	0.000061	0.000020	0.000020	0	0	0.000033	0.000024	0.002079	0.000202	
8.5000	0.0177	0.0006	2.5361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001125	0.000145	0	0	0.001300	0.000159	0	0	0.043909	0.000909	0	0	0.000055	0.000032	0.206094	0.001807	0.000717	0.000117	0.000060	0.000032	0.000469	0.000095	0.000013	0.000013	0.406658	0.002195	0.000020	0.000020	0.000177	0.000059	0	0	0.000448	0.000091	0.000045	0.000029	0.167267	0.001665	0.064562	0.001096	0	0	0	0	0.008906	0.000415	0.000133	0.000050	0.000741	0.000120	0.000074	0.000037	0.000040	0.000028	0.009661	0.000431	0.008042	0.000394	0.008744	0.000410	0	0	0	0	0	0	0.000080	0.000038	0	0	0	0	0.033205	0.000788	0.035161	0.000814	0	0	0.000020	0.000020	0.000209	0.000062	0.000020	0.000020	0	0	0.000020	0.000020	0.002025	0.000199	
8.6000	0.0173	0.0006	2.5218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001100	0.000143	0	0	0.001281	0.000157	0	0	0.042564	0.000896	0	0	0.000051	0.000030	0.205965	0.001806	0.000788	0.000123	0.000068	0.000035	0.000446	0.000093	0.000019	0.000019	0.407872	0.002197	0.000020	0.000020	0.000149	0.000053	0	0	0.000418	0.000089	0.000058	0.000033	0.170790	0.001680	0.064184	0.001093	0	0	0	0	0.008794	0.000412	0.000137	0.000051	0.000736	0.000118	0.000060	0.000035	0.000040	0.000028	0.009293	0.000424	0.007640	0.000385	0.008666	0.000409	0	0	0	0	0	0	0.000046	0.000029	0	0	0	0	0.032351	0.000779	0.034262	0.000804	0	0	0.000020	0.000020	0.000204	0.000062	0.000020	0.000020	0	0	0.000009	0.000009	0.001948	0.000195	
8.7000	0.0171	0.0006	2.5066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001037	0.000138	0	0	0.001280	0.000157	0	0	0.041108	0.000882	0	0	0.000041	0.000028	0.206077	0.001807	0.000775	0.000122	0.000091	0.000041	0.000366	0.000084	0	0	0.408917	0.002198	0.000020	0.000020	0.000156	0.000054	0.000000	0.000000	0.000372	0.000084	0.000076	0.000038	0.174308	0.001693	0.063768	0.001089	0	0	0	0	0.008605	0.000409	0.000124	0.000049	0.000697	0.000115	0.000076	0.000038	0.000040	0.000028	0.009017	0.000417	0.007268	0.000376	0.008735	0.000411	0	0	0	0	0	0	0.000060	0.000035	0	0	0	0	0.031597	0.000769	0.033344	0.000793	0	0	0.000020	0.000020	0.000153	0.000054	0.000020	0.000020	0	0	0	0	0.001852	0.000190	
8.8000	0.0165	0.0006	2.4927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000969	0.000135	0	0	0.001305	0.000160	0	0	0.039681	0.000867	0	0	0.000039	0.000028	0.206160	0.001807	0.000709	0.000118	0.000078	0.000037	0.000345	0.000082	0	0	0.409994	0.002198	0.000020	0.000020	0.000203	0.000063	0.000020	0.000020	0.000352	0.000082	0.000079	0.000040	0.177409	0.001706	0.063587	0.001089	0	0	0	0	0.008239	0.000400	0.000101	0.000043	0.000694	0.000117	0.000094	0.000042	0.000040	0.000028	0.008547	0.000408	0.007028	0.000369	0.008602	0.000409	0	0	0	0	0	0	0.000045	0.000029	0	0	0	0	0.031180	0.000767	0.032426	0.000784	0	0	0.000020	0.000020	0.000168	0.000057	0.000020	0.000020	0	0	0	0	0.001846	0.000190	
8.9000	0.0162	0.0006	2.4787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000973	0.000135	0	0	0.001266	0.000157	0	0	0.038265	0.000852	0	0	0.000020	0.000020	0.206293	0.001808	0.000649	0.000112	0.000030	0.000022	0.000319	0.000079	0.000007	0.000006	0.410997	0.002199	0.000020	0.000020	0.000222	0.000066	0.000020	0.000020	0.000335	0.000079	0.000053	0.000031	0.180205	0.001716	0.063327	0.001086	0	0	0	0	0.008039	0.000394	0.000084	0.000039	0.000722	0.000117	0.000115	0.000047	0.000040	0.000028	0.008246	0.000400	0.006686	0.000361	0.008450	0.000403	0	0	0	0	0	0	0.000044	0.000027	0	0	0	0	0.030668	0.000761	0.031935	0.000777	0	0	0.000020	0.000019	0.000163	0.000055	0.000020	0.000020	0	0	0	0	0.001767	0.000186	
9.0000	0.0156	0.0006	2.4658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000980	0.000137	0.000019	0.000019	0.001231	0.000155	0	0	0.036808	0.000836	0	0	0.000020	0.000020	0.206238	0.001808	0.000545	0.000103	0.000012	0.000012	0.000286	0.000075	0.000044	0.000029	0.412096	0.002200	0.000020	0.000020	0.000216	0.000065	0.000020	0.000020	0.000329	0.000078	0.000040	0.000028	0.183041	0.001726	0.063018	0.001084	0	0	0	0	0.007893	0.000391	0.000073	0.000037	0.000756	0.000120	0.000099	0.000043	0.000040	0.000028	0.008033	0.000395	0.006479	0.000354	0.008216	0.000398	0	0	0	0	0	0	0.000040	0.000028	0	0	0	0	0.029994	0.000751	0.031467	0.000772	0	0	0.000026	0.000021	0.000163	0.000057	0.000020	0.000020	0	0	0	0	0.001737	0.000185	
9.1000	0.0152	0.0006	2.4524	0	0	0.000005	0.000005	0	0	0.000000	0.000000	0	0	0	0	0	0	0.000947	0.000134	0.000020	0.000020	0.001255	0.000157	0	0	0.035700	0.000824	0	0	0.000013	0.000013	0.206054	0.001807	0.000575	0.000106	0.000013	0.000013	0.000299	0.000075	0.000076	0.000038	0.413045	0.002201	0.000029	0.000022	0.000121	0.000046	0.000020	0.000020	0.000297	0.000076	0.000040	0.000028	0.185961	0.001737	0.062947	0.001084	0	0	0	0	0.007830	0.000389	0.000060	0.000035	0.000707	0.000118	0.000080	0.000040	0.000025	0.000021	0.007843	0.000390	0.006164	0.000345	0.008005	0.000393	0	0	0	0	0	0	0.000040	0.000028	0	0	0	0	0.029415	0.000744	0.030564	0.000761	0	0	0.000033	0.000024	0.000170	0.000055	0.000011	0.000011	0	0	0	0	0.001640	0.000178	
9.2000	0.0148	0.0006	2.4384	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000861	0.000128	0	0	0.001212	0.000153	0	0	0.034376	0.000808	0	0	0	0	0.206105	0.001807	0.000586	0.000108	0.000013	0.000013	0.000307	0.000078	0.000053	0.000031	0.414145	0.002202	0.000040	0.000028	0.000113	0.000047	0.000020	0.000020	0.000271	0.000073	0.000040	0.000028	0.188838	0.001747	0.062569	0.001080	0	0	0	0	0.007690	0.000386	0.000072	0.000036	0.000709	0.000118	0.000094	0.000043	0.000020	0.000020	0.007727	0.000388	0.006035	0.000342	0.007655	0.000385	0	0	0	0	0	0	0.000058	0.000034	0	0	0	0	0.028988	0.000738	0.029620	0.000749	0	0	0.000020	0.000020	0.000142	0.000053	0	0	0	0	0	0	0.001600	0.000176	
9.3000	0.0148	0.0006	2.4251	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000833	0.000127	0	0	0.001146	0.000150	0	0	0.033235	0.000796	0	0	0	0	0.206101	0.001807	0.000562	0.000105	0	0	0.000302	0.000077	0.000028	0.000022	0.414981	0.002203	0.000040	0.000028	0.000120	0.000049	0.000020	0.000020	0.000283	0.000074	0.000040	0.000028	0.192088	0.001759	0.062198	0.001078	0	0	0	0	0.007398	0.000378	0.000053	0.000031	0.000703	0.000118	0.000110	0.000046	0.000020	0.000020	0.007504	0.000381	0.006008	0.000341	0.007407	0.000379	0	0	0	0	0	0	0.000060	0.000035	0	0	0	0	0.027672	0.000723	0.029191	0.000745	0	0	0.000028	0.000020	0.000167	0.000057	0	0	0	0	0	0	0.001686	0.000181	
9.4000	0.0148	0.0006	2.4104	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000775	0.000122	0	0	0.000999	0.000139	0	0	0.032273	0.000785	0	0	0	0	0.206228	0.001808	0.000553	0.000103	0	0	0.000270	0.000073	0.000039	0.000027	0.415556	0.002203	0.000040	0.000028	0.000085	0.000040	0.000020	0.000020	0.000283	0.000074	0.000051	0.000030	0.195412	0.001771	0.062170	0.001078	0	0	0	0	0.007258	0.000375	0.000070	0.000035	0.000682	0.000115	0.000124	0.000048	0.000021	0.000020	0.007190	0.000373	0.005859	0.000337	0.007193	0.000373	0	0	0	0	0	0	0.000052	0.000028	0	0	0	0	0.026357	0.000705	0.028577	0.000738	0	0	0.000019	0.000019	0.000173	0.000057	0	0	0	0	0	0	0.001652	0.000179	
9.5000	0.0144	0.0005	2.3972	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0	0	0.000715	0.000116	0	0	0.000943	0.000135	0	0	0.031399	0.000774	0	0	0	0	0.206205	0.001808	0.000501	0.000097	0	0	0.000272	0.000073	0.000040	0.000028	0.416122	0.002203	0.000040	0.000028	0.000072	0.000036	0.000000	0.000000	0.000276	0.000074	0.000060	0.000035	0.198103	0.001780	0.062603	0.001081	0	0	0	0	0.007015	0.000369	0.000060	0.000035	0.000698	0.000116	0.000140	0.000053	0.000040	0.000028	0.006945	0.000367	0.005648	0.000332	0.006977	0.000366	0	0	0	0	0	0	0.000071	0.000036	0	0	0	0	0.025683	0.000697	0.027647	0.000725	0	0	0.000025	0.000021	0.000160	0.000057	0	0	0	0	0	0	0.001520	0.000169	
9.6000	0.0143	0.0005	2.3840	0	0	0	0	0	0	0.000002	0.000002	0	0	0	0	0	0	0.000630	0.000108	0	0	0.000937	0.000135	0	0	0.030168	0.000759	0	0	0	0	0.206193	0.001808	0.000495	0.000099	0	0	0.000287	0.000074	0.000050	0.000028	0.416843	0.002204	0.000040	0.000028	0.000071	0.000035	0	0	0.000275	0.000074	0.000072	0.000037	0.200813	0.001789	0.062842	0.001082	0	0	0	0	0.006884	0.000365	0.000063	0.000035	0.000681	0.000116	0.000128	0.000050	0.000026	0.000021	0.006713	0.000360	0.005509	0.000327	0.006795	0.000362	0	0	0	0	0	0	0.000068	0.000035	0	0	0	0	0.024978	0.000686	0.026832	0.000713	0	0	0.000043	0.000028	0.000172	0.000058	0	0	0	0	0	0	0.001390	0.000165	
