Time	TH	ErrTH	H	Prob[Metastasis--Apoptosis--CellCycleArrest]	ErrProb[Metastasis--Apoptosis--CellCycleArrest]	Prob[Migration--Invasion--EMT--Apoptosis--CellCycleArrest]	ErrProb[Migration--Invasion--EMT--Apoptosis--CellCycleArrest]	Prob[Metastasis--EMT--Apoptosis--CellCycleArrest]	ErrProb[Metastasis--EMT--Apoptosis--CellCycleArrest]	Prob[Metastasis--CellCycleArrest]	ErrProb[Metastasis--CellCycleArrest]	Prob[Migration--Metastasis--Invasion--EMT--Apoptosis]	ErrProb[Migration--Metastasis--Invasion--EMT--Apoptosis]	Prob[Migration--Invasion--CellCycleArrest]	ErrProb[Migration--Invasion--CellCycleArrest]	Prob[Migration]	ErrProb[Migration]	Prob[Migration--Invasion--EMT]	ErrProb[Migration--Invasion--EMT]	Prob[Metastasis--Invasion--CellCycleArrest]	ErrProb[Metastasis--Invasion--CellCycleArrest]	Prob[Migration--Metastasis--Invasion--EMT]	ErrProb[Migration--Metastasis--Invasion--EMT]	Prob[Migration--Metastasis--CellCycleArrest]	ErrProb[Migration--Metastasis--CellCycleArrest]	Prob[CellCycleArrest]	ErrProb[CellCycleArrest]	Prob[Metastasis--Invasion--EMT--Apoptosis]	ErrProb[Metastasis--Invasion--EMT--Apoptosis]	Prob[Metastasis]	ErrProb[Metastasis]	Prob[<nil>]	ErrProb[<nil>]	Prob[Migration--Metastasis--EMT--CellCycleArrest]	ErrProb[Migration--Metastasis--EMT--CellCycleArrest]	Prob[Migration--EMT]	ErrProb[Migration--EMT]	Prob[Invasion--Apoptosis--CellCycleArrest]	ErrProb[Invasion--Apoptosis--CellCycleArrest]	Prob[Metastasis--EMT]	ErrProb[Metastasis--EMT]	Prob[Apoptosis--CellCycleArrest]	ErrProb[Apoptosis--CellCycleArrest]	Prob[Metastasis--Invasion]	ErrProb[Metastasis--Invasion]	Prob[Invasion--EMT--Apoptosis--CellCycleArrest]	ErrProb[Invasion--EMT--Apoptosis--CellCycleArrest]	Prob[Migration--CellCycleArrest]	ErrProb[Migration--CellCycleArrest]	Prob[EMT--Apoptosis--CellCycleArrest]	ErrProb[EMT--Apoptosis--CellCycleArrest]	Prob[Invasion--EMT--Apoptosis]	ErrProb[Invasion--EMT--Apoptosis]	Prob[Migration--Metastasis--Invasion--EMT--CellCycleArrest]	ErrProb[Migration--Metastasis--Invasion--EMT--CellCycleArrest]	Prob[EMT--CellCycleArrest]	ErrProb[EMT--CellCycleArrest]	Prob[Migration--Metastasis--Invasion--CellCycleArrest]	ErrProb[Migration--Metastasis--Invasion--CellCycleArrest]	Prob[Migration--Invasion--EMT--Apoptosis]	ErrProb[Migration--Invasion--EMT--Apoptosis]	Prob[Invasion--EMT]	ErrProb[Invasion--EMT]	Prob[Invasion--Apoptosis]	ErrProb[Invasion--Apoptosis]	Prob[Metastasis--EMT--CellCycleArrest]	ErrProb[Metastasis--EMT--CellCycleArrest]	Prob[Migration--Metastasis--EMT]	ErrProb[Migration--Metastasis--EMT]	Prob[Metastasis--Invasion--EMT]	ErrProb[Metastasis--Invasion--EMT]	Prob[EMT]	ErrProb[EMT]	Prob[Invasion]	ErrProb[Invasion]	Prob[Invasion--CellCycleArrest]	ErrProb[Invasion--CellCycleArrest]	Prob[Migration--Metastasis--EMT--Apoptosis]	ErrProb[Migration--Metastasis--EMT--Apoptosis]	Prob[Migration--Metastasis--Invasion--EMT--Apoptosis--CellCycleArrest]	ErrProb[Migration--Metastasis--Invasion--EMT--Apoptosis--CellCycleArrest]	Prob[Migration--EMT--Apoptosis--CellCycleArrest]	ErrProb[Migration--EMT--Apoptosis--CellCycleArrest]	Prob[EMT--Apoptosis]	ErrProb[EMT--Apoptosis]	Prob[Migration--EMT--Apoptosis]	ErrProb[Migration--EMT--Apoptosis]	Prob[Migration--Metastasis--Apoptosis--CellCycleArrest]	ErrProb[Migration--Metastasis--Apoptosis--CellCycleArrest]	Prob[Migration--Invasion--EMT--CellCycleArrest]	ErrProb[Migration--Invasion--EMT--CellCycleArrest]	Prob[Invasion--EMT--CellCycleArrest]	ErrProb[Invasion--EMT--CellCycleArrest]	Prob[Migration--Invasion]	ErrProb[Migration--Invasion]	Prob[Metastasis--Invasion--EMT--CellCycleArrest]	ErrProb[Metastasis--Invasion--EMT--CellCycleArrest]	Prob[Migration--EMT--CellCycleArrest]	ErrProb[Migration--EMT--CellCycleArrest]	Prob[Migration--Metastasis--Invasion]	ErrProb[Migration--Metastasis--Invasion]	Prob[Migration--Metastasis--EMT--Apoptosis--CellCycleArrest]	ErrProb[Migration--Metastasis--EMT--Apoptosis--CellCycleArrest]	Prob[Migration--Metastasis]	ErrProb[Migration--Metastasis]	Prob[Apoptosis]	ErrProb[Apoptosis]	
2.0000	0.1218	0.0015	2.7976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000519	0.000097	0	0	0.000206	0.000063	0	0	0.178354	0.001692	0	0	0	0	0.367090	0.002137	0.000040	0.000028	0.000020	0.000020	0.009649	0.000428	0.000020	0.000020	0.156042	0.001610	0	0	0.002096	0.000198	0	0	0.002092	0.000198	0.001861	0.000186	0.000238	0.000065	0.017950	0.000582	0	0	0.000008	0.000008	0.026979	0.000713	0.009789	0.000430	0	0	0.000020	0.000020	0.000021	0.000020	0.025028	0.000687	0.088218	0.001252	0.028673	0.000732	0	0	0	0	0	0	0.001888	0.000190	0	0	0	0	0.000888	0.000126	0.012707	0.000489	0	0	0	0	0.000036	0.000023	0	0	0	0	0	0	0.069568	0.001122	
2.1000	0.1181	0.0015	2.8299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000566	0.000101	0	0	0.000270	0.000072	0	0	0.183675	0.001713	0	0	0	0	0.353940	0.002121	0.000040	0.000028	0.000037	0.000026	0.009508	0.000426	0.000036	0.000025	0.164049	0.001645	0	0	0.002278	0.000209	0	0	0.002334	0.000210	0.001899	0.000192	0.000319	0.000077	0.020375	0.000620	0	0	0.000017	0.000013	0.028561	0.000732	0.008990	0.000414	0	0	0.000004	0.000004	0.000025	0.000021	0.026402	0.000703	0.084533	0.001228	0.029355	0.000741	0	0	0	0	0	0	0.001788	0.000184	0	0	0	0	0.001140	0.000146	0.014823	0.000528	0	0	0.000010	0.000010	0.000046	0.000029	0	0	0	0	0	0	0.064979	0.001088	
2.2000	0.1152	0.0015	2.8603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000624	0.000106	0	0	0.000323	0.000078	0	0	0.186720	0.001723	0	0	0	0	0.341907	0.002105	0.000040	0.000028	0.000044	0.000029	0.009504	0.000426	0.000040	0.000028	0.172475	0.001678	0	0	0.002294	0.000210	0	0	0.002632	0.000225	0.001910	0.000191	0.000412	0.000088	0.023094	0.000659	0	0	0.000040	0.000028	0.030285	0.000753	0.008248	0.000397	0	0	0.000003	0.000003	0.000020	0.000020	0.027526	0.000719	0.080842	0.001204	0.030348	0.000752	0	0	0	0	0	0	0.001839	0.000185	0	0	0	0	0.001423	0.000159	0.016780	0.000561	0	0	0.000020	0.000020	0.000088	0.000038	0	0	0	0	0	0	0.060520	0.001052	
2.3000	0.1132	0.0015	2.8860	0	0	0	0	0	0	0	0	0.000003	0.000003	0	0	0	0	0.000648	0.000110	0	0	0.000381	0.000085	0	0	0.190246	0.001736	0	0	0	0	0.330677	0.002087	0.000040	0.000028	0.000042	0.000028	0.009370	0.000425	0.000040	0.000028	0.179832	0.001706	0	0	0.002365	0.000212	0	0	0.002939	0.000236	0.001983	0.000192	0.000700	0.000112	0.025011	0.000687	0	0	0.000037	0.000026	0.031867	0.000773	0.007264	0.000373	0	0	0.000034	0.000025	0.000001	0.000001	0.029003	0.000737	0.076946	0.001176	0.030934	0.000759	0	0	0	0	0	0	0.001923	0.000191	0	0	0	0	0.001563	0.000168	0.019204	0.000602	0	0	0.000020	0.000020	0.000151	0.000054	0	0	0	0	0	0	0.056778	0.001021	
2.4000	0.1117	0.0015	2.9073	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0.000884	0.000127	0	0	0.000444	0.000093	0	0	0.193295	0.001749	0	0	0	0	0.319784	0.002071	0.000056	0.000032	0.000040	0.000028	0.008812	0.000411	0.000022	0.000020	0.187361	0.001734	0	0	0.002440	0.000216	0	0	0.003169	0.000246	0.002076	0.000198	0.000979	0.000138	0.027322	0.000717	0.000009	0.000009	0.000020	0.000020	0.033210	0.000788	0.006483	0.000351	0	0	0.000033	0.000024	0	0	0.030805	0.000758	0.073275	0.001151	0.031177	0.000763	0	0	0	0	0	0	0.001683	0.000178	0	0	0	0	0.001843	0.000184	0.021464	0.000635	0	0	0.000020	0.000020	0.000135	0.000050	0	0	0	0	0.000007	0.000007	0.053134	0.000991	
2.5000	0.1103	0.0014	2.9268	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0.000866	0.000124	0	0	0.000545	0.000100	0	0	0.195175	0.001755	0	0	0	0	0.309844	0.002052	0.000117	0.000046	0.000041	0.000024	0.008342	0.000400	0.000020	0.000020	0.194236	0.001759	0	0	0.002557	0.000221	0	0	0.003265	0.000250	0.002074	0.000199	0.001156	0.000148	0.030105	0.000751	0.000020	0.000020	0.000020	0.000020	0.035388	0.000814	0.005667	0.000329	0	0	0.000035	0.000025	0	0	0.032221	0.000775	0.069928	0.001125	0.031220	0.000765	0	0	0	0	0	0	0.001679	0.000176	0	0	0	0	0.002241	0.000204	0.023528	0.000666	0	0	0.000020	0.000020	0.000141	0.000050	0	0	0	0	0.000020	0.000020	0.049510	0.000958	
2.6000	0.1080	0.0014	2.9441	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0.000893	0.000128	0	0	0.000666	0.000113	0	0	0.197246	0.001762	0	0	0	0	0.299427	0.002034	0.000140	0.000053	0.000040	0.000028	0.007947	0.000391	0.000020	0.000020	0.201252	0.001783	0	0	0.002582	0.000222	0	0	0.003402	0.000255	0.001887	0.000191	0.001413	0.000165	0.032869	0.000786	0.000020	0.000020	0.000008	0.000008	0.037104	0.000834	0.005043	0.000310	0	0	0.000040	0.000028	0.000013	0.000013	0.032875	0.000785	0.066738	0.001102	0.031655	0.000768	0	0	0	0	0	0	0.001663	0.000179	0	0	0	0	0.002725	0.000225	0.025725	0.000695	0	0	0.000029	0.000022	0.000127	0.000049	0	0	0	0	0.000020	0.000020	0.046413	0.000930	
2.7000	0.1066	0.0014	2.9578	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0.000996	0.000134	0	0	0.000683	0.000114	0	0	0.197800	0.001765	0	0	0	0	0.290925	0.002018	0.000174	0.000057	0.000050	0.000029	0.007766	0.000387	0.000023	0.000020	0.208160	0.001806	0	0	0.002572	0.000222	0	0	0.003431	0.000256	0.001695	0.000181	0.001734	0.000183	0.035316	0.000814	0.000020	0.000020	0	0	0.038229	0.000846	0.004367	0.000288	0	0	0.000040	0.000026	0.000031	0.000023	0.033563	0.000793	0.063495	0.001077	0.031977	0.000773	0	0	0	0	0	0	0.001598	0.000173	0	0	0	0	0.003445	0.000254	0.028177	0.000726	0	0	0.000020	0.000020	0.000133	0.000050	0	0	0	0	0.000020	0.000020	0.043540	0.000901	
2.8000	0.1051	0.0014	2.9706	0	0	0	0	0	0	0	0	0.000020	0.000020	0	0	0	0	0.001236	0.000151	0	0	0.000686	0.000115	0.000002	0.000002	0.197959	0.001765	0	0	0	0	0.283426	0.002002	0.000236	0.000066	0.000088	0.000041	0.007500	0.000380	0.000040	0.000028	0.214533	0.001826	0	0	0.002482	0.000216	0	0	0.003427	0.000256	0.001502	0.000168	0.002004	0.000195	0.038057	0.000843	0.000018	0.000018	0	0	0.038781	0.000851	0.004046	0.000279	0.000010	0.000010	0.000049	0.000028	0.000052	0.000031	0.034110	0.000799	0.059686	0.001045	0.032686	0.000782	0	0	0	0	0	0	0.001521	0.000171	0	0	0	0	0.004012	0.000274	0.030947	0.000760	0	0	0.000008	0.000008	0.000159	0.000054	0	0	0	0	0.000020	0.000020	0.040695	0.000872	
2.9000	0.1035	0.0014	2.9819	0	0	0.000001	0.000001	0	0	0	0	0.000020	0.000020	0	0	0	0	0.001352	0.000158	0	0	0.000769	0.000121	0.000033	0.000024	0.197419	0.001764	0	0	0	0	0.276272	0.001988	0.000262	0.000070	0.000128	0.000049	0.007092	0.000369	0.000036	0.000026	0.221364	0.001847	0	0	0.002519	0.000221	0	0	0.003442	0.000259	0.001474	0.000169	0.002509	0.000220	0.040616	0.000870	0	0	0	0	0.039406	0.000858	0.003760	0.000267	0.000035	0.000023	0.000060	0.000035	0.000070	0.000036	0.034630	0.000805	0.056112	0.001015	0.032973	0.000786	0	0	0	0	0	0	0.001438	0.000166	0	0	0	0	0.004388	0.000287	0.033850	0.000795	0.000007	0.000007	0.000019	0.000019	0.000193	0.000061	0	0	0	0	0.000020	0.000020	0.037730	0.000840	
3.0000	0.1012	0.0014	2.9903	0	0	0.000040	0.000028	0	0	0	0	0.000035	0.000025	0	0	0	0	0.001416	0.000162	0	0	0.000797	0.000123	0.000040	0.000028	0.195821	0.001757	0	0	0	0	0.270139	0.001974	0.000203	0.000059	0.000090	0.000038	0.006747	0.000360	0.000045	0.000026	0.228178	0.001868	0	0	0.002511	0.000220	0	0	0.003468	0.000259	0.001330	0.000160	0.003129	0.000246	0.042863	0.000893	0	0	0.000004	0.000003	0.040186	0.000867	0.003538	0.000259	0.000085	0.000037	0.000058	0.000029	0.000074	0.000037	0.034874	0.000808	0.053065	0.000989	0.033257	0.000787	0	0	0	0	0	0	0.001419	0.000163	0	0	0	0	0.005094	0.000308	0.035966	0.000818	0	0	0.000020	0.000020	0.000209	0.000061	0	0	0	0	0.000020	0.000020	0.035282	0.000815	
3.1000	0.0983	0.0014	3.0002	0	0	0.000031	0.000022	0	0	0	0	0.000023	0.000020	0	0	0	0	0.001414	0.000160	0	0	0.000881	0.000129	0.000040	0.000028	0.194982	0.001756	0	0	0	0	0.263048	0.001958	0.000207	0.000063	0.000091	0.000042	0.006596	0.000356	0.000080	0.000040	0.234416	0.001886	0	0	0.002421	0.000215	0	0	0.003626	0.000263	0.001269	0.000157	0.003486	0.000261	0.045564	0.000919	0	0	0.000016	0.000016	0.040511	0.000870	0.003271	0.000250	0.000144	0.000051	0.000045	0.000029	0.000086	0.000040	0.035375	0.000813	0.050192	0.000964	0.033077	0.000787	0	0	0	0	0.000013	0.000013	0.001330	0.000159	0	0	0	0	0.006219	0.000342	0.038530	0.000846	0	0	0.000020	0.000020	0.000204	0.000060	0	0	0	0	0.000020	0.000020	0.032772	0.000787	
3.2000	0.0958	0.0014	3.0048	0	0	0.000040	0.000028	0	0	0.000012	0.000012	0.000020	0.000020	0	0	0	0	0.001494	0.000166	0	0	0.000902	0.000132	0.000030	0.000021	0.193879	0.001753	0	0	0.000012	0.000009	0.257475	0.001945	0.000232	0.000063	0.000061	0.000029	0.006203	0.000346	0.000096	0.000041	0.240505	0.001903	0	0	0.002236	0.000207	0	0	0.003727	0.000268	0.001124	0.000147	0.004143	0.000282	0.048272	0.000946	0	0	0	0	0.041067	0.000875	0.002989	0.000240	0.000170	0.000057	0.000072	0.000031	0.000100	0.000045	0.035277	0.000812	0.047308	0.000937	0.032742	0.000782	0	0	0	0	0.000020	0.000020	0.001405	0.000162	0	0	0	0	0.007175	0.000367	0.040491	0.000867	0.000014	0.000014	0.000020	0.000020	0.000227	0.000064	0	0	0	0	0.000011	0.000011	0.030452	0.000759	
3.3000	0.0946	0.0013	3.0076	0	0	0.000050	0.000030	0	0	0	0	0.000020	0.000020	0	0	0	0	0.001626	0.000174	0	0	0.000962	0.000134	0.000040	0.000028	0.191242	0.001743	0	0	0.000040	0.000028	0.252631	0.001934	0.000289	0.000072	0.000026	0.000016	0.005968	0.000341	0.000122	0.000049	0.246931	0.001920	0	0	0.002019	0.000197	0	0	0.003768	0.000269	0.001066	0.000143	0.004942	0.000309	0.050579	0.000967	0	0	0.000014	0.000014	0.041492	0.000881	0.002574	0.000224	0.000198	0.000060	0.000086	0.000040	0.000114	0.000045	0.035458	0.000816	0.044912	0.000915	0.032207	0.000776	0	0	0	0	0.000002	0.000002	0.001274	0.000157	0	0	0	0	0.007875	0.000386	0.042783	0.000891	0	0	0.000020	0.000020	0.000238	0.000065	0	0	0	0	0	0	0.028430	0.000734	
3.4000	0.0923	0.0013	3.0113	0	0	0.000052	0.000030	0	0	0.000009	0.000009	0.000020	0.000020	0	0	0	0	0.001736	0.000178	0	0	0.000998	0.000139	0.000040	0.000028	0.187747	0.001730	0	0	0.000040	0.000028	0.248364	0.001922	0.000385	0.000085	0.000045	0.000024	0.005748	0.000334	0.000105	0.000045	0.253149	0.001937	0	0	0.001895	0.000190	0	0	0.003742	0.000268	0.001060	0.000143	0.005831	0.000336	0.052875	0.000988	0.000016	0.000016	0.000021	0.000015	0.041701	0.000882	0.002204	0.000204	0.000227	0.000064	0.000131	0.000050	0.000082	0.000040	0.035372	0.000814	0.042432	0.000888	0.031632	0.000771	0	0	0	0	0	0	0.001212	0.000153	0.000012	0.000012	0	0	0.008586	0.000401	0.045400	0.000917	0	0	0.000020	0.000020	0.000177	0.000057	0	0	0	0	0	0	0.026931	0.000715	
3.5000	0.0889	0.0013	3.0177	0	0	0.000060	0.000035	0	0	0.000020	0.000020	0.000018	0.000018	0	0	0	0	0.002023	0.000193	0	0	0.000994	0.000138	0.000040	0.000028	0.184809	0.001722	0	0	0.000040	0.000028	0.243756	0.001911	0.000424	0.000089	0.000100	0.000045	0.005399	0.000322	0.000112	0.000046	0.258901	0.001952	0	0	0.002016	0.000195	0	0	0.003688	0.000267	0.000933	0.000132	0.006870	0.000363	0.055101	0.001009	0.000020	0.000020	0.000020	0.000020	0.041456	0.000878	0.002097	0.000201	0.000188	0.000057	0.000126	0.000049	0.000068	0.000035	0.035305	0.000814	0.040069	0.000864	0.031242	0.000765	0.000016	0.000016	0.000002	0.000002	0	0	0.001242	0.000155	0.000004	0.000004	0	0	0.009833	0.000427	0.047464	0.000935	0	0	0.000020	0.000020	0.000170	0.000057	0	0	0	0	0	0	0.025353	0.000695	
3.6000	0.0859	0.0013	3.0213	0	0	0.000090	0.000041	0	0	0.000020	0.000020	0	0	0	0	0	0	0.002162	0.000200	0	0	0.001079	0.000142	0.000040	0.000028	0.181862	0.001711	0	0	0.000024	0.000020	0.239785	0.001900	0.000473	0.000096	0.000100	0.000045	0.004998	0.000311	0.000167	0.000056	0.264292	0.001965	0	0	0.001978	0.000195	0.000011	0.000011	0.003620	0.000266	0.000858	0.000128	0.008091	0.000395	0.056915	0.001025	0.000020	0.000020	0.000020	0.000020	0.041310	0.000878	0.001815	0.000186	0.000196	0.000061	0.000135	0.000049	0.000054	0.000031	0.035445	0.000816	0.037246	0.000833	0.031114	0.000764	0.000012	0.000012	0.000020	0.000020	0	0	0.001180	0.000151	0	0	0	0	0.011082	0.000456	0.049426	0.000955	0	0	0.000020	0.000020	0.000155	0.000052	0	0	0.000008	0.000008	0	0	0.024175	0.000678	
3.7000	0.0837	0.0013	3.0224	0	0	0.000085	0.000038	0	0	0.000020	0.000020	0	0	0	0	0	0	0.002159	0.000200	0	0	0.001199	0.000153	0.000040	0.000028	0.178357	0.001696	0	0	0.000020	0.000020	0.236182	0.001890	0.000500	0.000095	0.000107	0.000045	0.004781	0.000304	0.000151	0.000054	0.270140	0.001979	0	0	0.001878	0.000191	0.000020	0.000020	0.003470	0.000259	0.000804	0.000124	0.009290	0.000424	0.058973	0.001042	0.000020	0.000020	0.000020	0.000020	0.040973	0.000876	0.001753	0.000183	0.000229	0.000064	0.000101	0.000045	0.000098	0.000041	0.035761	0.000820	0.034177	0.000801	0.031280	0.000766	0	0	0.000009	0.000009	0	0	0.001117	0.000146	0	0	0	0	0.012332	0.000479	0.051233	0.000971	0	0	0.000018	0.000018	0.000191	0.000059	0	0	0.000025	0.000018	0	0	0.022487	0.000655	
3.8000	0.0822	0.0013	3.0231	0	0	0.000072	0.000036	0	0	0.000020	0.000020	0	0	0.000006	0.000006	0	0	0.002317	0.000205	0	0	0.001265	0.000156	0.000040	0.000028	0.175003	0.001686	0	0	0.000020	0.000020	0.232633	0.001881	0.000474	0.000097	0.000144	0.000051	0.004478	0.000293	0.000117	0.000047	0.275977	0.001992	0	0	0.001757	0.000183	0.000020	0.000020	0.003438	0.000258	0.000730	0.000116	0.010641	0.000452	0.061045	0.001060	0.000027	0.000021	0.000000	0.000000	0.040263	0.000867	0.001705	0.000181	0.000334	0.000081	0.000108	0.000045	0.000125	0.000049	0.035424	0.000816	0.031951	0.000775	0.030911	0.000762	0	0	0	0	0	0	0.001066	0.000142	0	0	0	0	0.013806	0.000507	0.052601	0.000983	0	0	0.000013	0.000013	0.000208	0.000063	0.000004	0.000004	0.000020	0.000020	0	0	0.021234	0.000637	
3.9000	0.0798	0.0012	3.0219	0	0	0.000081	0.000040	0	0	0.000020	0.000020	0	0	0.000020	0.000020	0	0	0.002425	0.000212	0	0	0.001279	0.000155	0.000028	0.000022	0.171516	0.001670	0	0	0.000020	0.000020	0.229869	0.001873	0.000450	0.000093	0.000126	0.000047	0.004353	0.000290	0.000108	0.000044	0.281069	0.002004	0	0	0.001605	0.000176	0.000006	0.000006	0.003437	0.000259	0.000704	0.000113	0.012539	0.000492	0.062753	0.001072	0.000052	0.000031	0	0	0.039391	0.000859	0.001500	0.000169	0.000370	0.000085	0.000155	0.000052	0.000120	0.000049	0.034957	0.000809	0.030462	0.000758	0.030113	0.000751	0	0	0	0	0	0	0.000936	0.000134	0	0	0	0	0.014620	0.000524	0.054753	0.001002	0	0	0.000025	0.000021	0.000240	0.000066	0	0	0.000020	0.000020	0	0	0.019879	0.000617	
4.0000	0.0772	0.0012	3.0208	0	0	0.000085	0.000039	0.000004	0.000004	0.000036	0.000025	0	0	0.000020	0.000020	0	0	0.002277	0.000206	0	0	0.001432	0.000165	0.000020	0.000020	0.168053	0.001658	0	0	0.000008	0.000006	0.227336	0.001866	0.000455	0.000092	0.000165	0.000055	0.004048	0.000279	0.000113	0.000045	0.286042	0.002015	0	0	0.001569	0.000174	0	0	0.003249	0.000252	0.000672	0.000114	0.013859	0.000518	0.064354	0.001087	0.000060	0.000035	0	0	0.038681	0.000852	0.001376	0.000161	0.000405	0.000087	0.000195	0.000060	0.000127	0.000049	0.034472	0.000805	0.028765	0.000737	0.029644	0.000746	0	0	0.000003	0.000003	0.000012	0.000012	0.000940	0.000134	0	0	0	0	0.016123	0.000550	0.056371	0.001016	0	0	0.000052	0.000030	0.000277	0.000071	0.000000	0.000000	0.000016	0.000016	0	0	0.018684	0.000598	
4.1000	0.0749	0.0012	3.0175	0	0	0.000053	0.000028	0.000020	0.000020	0.000040	0.000028	0	0	0.000010	0.000010	0	0	0.002190	0.000201	0	0	0.001530	0.000172	0.000035	0.000023	0.164904	0.001646	0	0	0.000020	0.000020	0.224879	0.001860	0.000510	0.000098	0.000170	0.000056	0.003758	0.000270	0.000111	0.000044	0.290953	0.002025	0	0	0.001347	0.000161	0.000004	0.000004	0.003110	0.000245	0.000658	0.000113	0.015288	0.000544	0.065824	0.001098	0.000070	0.000036	0	0	0.037592	0.000841	0.001304	0.000157	0.000384	0.000085	0.000237	0.000065	0.000140	0.000053	0.033796	0.000798	0.027262	0.000717	0.029282	0.000743	0	0	0.000026	0.000021	0	0	0.000852	0.000128	0	0	0	0	0.017859	0.000579	0.057860	0.001029	0	0	0.000084	0.000040	0.000302	0.000076	0.000020	0.000020	0	0	0	0	0.017517	0.000579	
4.2000	0.0733	0.0012	3.0143	0	0	0.000040	0.000028	0.000020	0.000020	0.000040	0.000028	0	0	0	0	0	0	0.002218	0.000204	0.000001	0.000001	0.001485	0.000169	0.000060	0.000035	0.161618	0.001633	0	0	0.000020	0.000020	0.222543	0.001853	0.000534	0.000100	0.000156	0.000055	0.003461	0.000259	0.000125	0.000049	0.295744	0.002036	0	0	0.001251	0.000155	0	0	0.002993	0.000241	0.000678	0.000114	0.016990	0.000572	0.066991	0.001108	0.000058	0.000034	0	0	0.036667	0.000830	0.001259	0.000156	0.000420	0.000089	0.000222	0.000064	0.000137	0.000052	0.033251	0.000791	0.026183	0.000704	0.028719	0.000735	0	0	0.000040	0.000028	0	0	0.000714	0.000115	0	0	0	0	0.019426	0.000603	0.058962	0.001039	0	0	0.000128	0.000048	0.000313	0.000076	0.000039	0.000027	0	0	0.000004	0.000004	0.016487	0.000562	
4.3000	0.0714	0.0012	3.0136	0	0	0.000026	0.000021	0.000020	0.000020	0.000040	0.000028	0	0	0	0	0.000004	0.000004	0.002377	0.000210	0.000004	0.000004	0.001411	0.000165	0.000060	0.000035	0.158111	0.001617	0	0	0.000020	0.000020	0.220740	0.001848	0.000547	0.000102	0.000119	0.000045	0.003216	0.000251	0.000145	0.000053	0.299898	0.002044	0.000016	0.000016	0.001246	0.000155	0	0	0.002923	0.000238	0.000647	0.000112	0.019125	0.000606	0.067794	0.001114	0.000020	0.000020	0	0	0.035737	0.000820	0.001179	0.000150	0.000441	0.000092	0.000265	0.000071	0.000109	0.000045	0.032687	0.000785	0.025280	0.000693	0.028171	0.000728	0	0	0.000054	0.000031	0	0	0.000686	0.000114	0	0	0	0	0.020858	0.000625	0.059699	0.001045	0	0	0.000131	0.000050	0.000347	0.000080	0.000060	0.000035	0	0	0.000020	0.000020	0.015765	0.000551	
4.4000	0.0696	0.0012	3.0077	0	0	0.000020	0.000020	0.000020	0.000020	0.000040	0.000028	0.000001	0.000001	0.000006	0.000006	0.000020	0.000020	0.002378	0.000211	0	0	0.001514	0.000171	0.000060	0.000035	0.155031	0.001606	0	0	0.000020	0.000020	0.219428	0.001845	0.000600	0.000108	0.000131	0.000046	0.002929	0.000239	0.000154	0.000054	0.304079	0.002052	0.000020	0.000020	0.001230	0.000154	0	0	0.002779	0.000231	0.000603	0.000109	0.021371	0.000640	0.069082	0.001123	0.000024	0.000020	0.000008	0.000008	0.034148	0.000802	0.001122	0.000148	0.000467	0.000095	0.000270	0.000072	0.000143	0.000052	0.031991	0.000776	0.024206	0.000678	0.027404	0.000718	0	0	0.000059	0.000034	0	0	0.000598	0.000106	0	0	0	0	0.022048	0.000641	0.060772	0.001052	0	0	0.000097	0.000042	0.000280	0.000071	0.000060	0.000035	0	0	0.000020	0.000020	0.014767	0.000533	
4.5000	0.0668	0.0011	3.0035	0	0	0.000020	0.000020	0.000020	0.000020	0.000024	0.000020	0.000014	0.000014	0	0	0.000020	0.000020	0.002296	0.000207	0.000003	0.000003	0.001584	0.000174	0.000060	0.000035	0.151794	0.001593	0	0	0.000020	0.000020	0.217678	0.001839	0.000650	0.000113	0.000121	0.000049	0.002684	0.000228	0.000099	0.000042	0.308024	0.002060	0.000034	0.000025	0.001144	0.000146	0	0	0.002592	0.000224	0.000548	0.000102	0.023690	0.000674	0.070008	0.001131	0.000022	0.000020	0.000020	0.000020	0.033408	0.000793	0.001051	0.000141	0.000469	0.000096	0.000271	0.000073	0.000140	0.000053	0.031052	0.000766	0.023284	0.000664	0.027341	0.000719	0	0	0.000040	0.000028	0	0	0.000542	0.000103	0	0	0	0	0.023507	0.000662	0.061256	0.001057	0	0	0.000107	0.000045	0.000351	0.000080	0.000066	0.000035	0	0	0.000020	0.000020	0.013928	0.000518	
